label,left_id,left_cluster_name,left_authors,left_a1,left_title,left_affiliation,left_proceeding,left_location,left_a2,left_a3,left_pages,left_editor,left_a4,left_a5,right_id,right_cluster_name,right_authors,right_a1,right_title,right_affiliation,right_proceeding,right_location,right_a2,right_a3,right_pages,right_editor,right_a4,right_a5,id
0,493,haussler1988,"d. haussler, m. kearns, n. littlestone, m. warmuth.",,equivalence of models for polynomial learnability.,"and university of california at santa cruz information sciences department,","technical report number ucsc-crl-88-06,",,"morgan kaufmann publishers,",1988,"pp. 42-55,",,,,1077,lewis1996,"d. lewis, r. e. shapire, j. p. callan, and r. papka.",,training algorithms for linear text classifiers.,,"in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,",,,1996,"pages 298-306,",,,,2671
0,592,helmbold1995,david p. helmbold and robert e. schapire.,,predicting nearly as well as the best pruning of a decision tree.,,"proceedings of the eighth annual conference on computational learning theory,",,"acm press,",1995,"pages 61 - 68,",,,,54,cesa,"cesa-bianchi, n., freund, y., helmbold,",,on-line prediction and conversion strategies. in proceedings of the first euro-colt workshop.,,"the institute of mathematics and its applications,",,m.k.,(1994).,,,to appear.,,2672
0,433,freund1997d,y. freund and y. mansour.,,learning under persistent drift.,,"proceedings of the 1997 european conference on computational learning theory,",,,1997,,,,,54,cesa,"cesa-bianchi, n., freund, y., helmbold,",,on-line prediction and conversion strategies. in proceedings of the first euro-colt workshop.,,"the institute of mathematics and its applications,",,m.k.,(1994).,,,to appear.,,2673
0,592,helmbold1995,david p. helmbold and robert e. schapire.,,predicting nearly as well as the best pruning of a decision tree.,,"proceedings of the eighth annual conference on computational learning theory,",,"acm press,",1995,"pages 61 - 68,",,,,656,kearns1987,"m. kearns, m. li, l. pitt, l.g. valiant.",,on the learnability of boolean formulae.,,"proceedings of the 19th a.c.m. symposium on the theory of computing,",,,"1987,",pp. 285-295.,,,,2674
1,648,kearns1987,"kearns, m., li, m., pitt, l., and valiant, l.",,on the learnability of boolean formula.,,in proceedings of the nineteenth annual acm symposium on the theory of computing (pp.,new york city: ny:,acm press.,1987,285-295).,,,,656,kearns1987,"m. kearns, m. li, l. pitt, l.g. valiant.",,on the learnability of boolean formulae.,,"proceedings of the 19th a.c.m. symposium on the theory of computing,",,,"1987,",pp. 285-295.,,,,2675
1,649,kearns1987,"m. kearns, m. li, l. pitt, and l.",,"valiant [1987]. 'on the learnability of boolean formul,'",,"proceedings of the 19th annual acm symposium on theory of computing,","new york (1987),",,,285-295.,,,,656,kearns1987,"m. kearns, m. li, l. pitt, l.g. valiant.",,on the learnability of boolean formulae.,,"proceedings of the 19th a.c.m. symposium on the theory of computing,",,,"1987,",pp. 285-295.,,,,2676
0,592,helmbold1995,david p. helmbold and robert e. schapire.,,predicting nearly as well as the best pruning of a decision tree.,,"proceedings of the eighth annual conference on computational learning theory,",,"acm press,",1995,"pages 61 - 68,",,,,638,kautz1995,"h. kautz, m. kearns and b. selman.","74 (1995), 129 - 145.","horn approximations of empirical data,",,"artificial intelligence,",,,,,,,,2677
0,318,freund1995e,"y. freund, d. ron.",,learning to model sequences generated by switching distributions.,,,"colt,",,1995,,,,,638,kautz1995,"h. kautz, m. kearns and b. selman.","74 (1995), 129 - 145.","horn approximations of empirical data,",,"artificial intelligence,",,,,,,,,2678
1,88,dietterich1996,"dietterich, t., m. kearns, and y.",,mansour (1996). applying the weak learning framework to understand and improve c4.5.,,to appear in proceedings of the thirteenth international conference on machine learning.,"bari, italy:",morgan kaufmann.,,,,,,90,dietterich1996,"tom dietterich, michael kearns, and yishay mansour.",,applying the weak learning framework to understand and improve c4.5.,,"in machine learning: proceedings of the thirteenth international conference,",,,1996,,,,,2679
0,767,kearns1990,m. kearns.,,the computational complexity of machine learning.,"harvard university,","phd thesis,",,,1989,,,to be published by mit press in the acm distinguished dissertation series.,,90,dietterich1996,"tom dietterich, michael kearns, and yishay mansour.",,applying the weak learning framework to understand and improve c4.5.,,"in machine learning: proceedings of the thirteenth international conference,",,,1996,,,,,2680
0,1052,kearns1997b,"m. kearns, y. mansour, a. ng,",,"an information-theoretic analysis of hard and soft assignment methods for clustering,'",,"proc. 13th conference on uncertainty in artificial intelligence,",,,1997,,,,,90,dietterich1996,"tom dietterich, michael kearns, and yishay mansour.",,applying the weak learning framework to understand and improve c4.5.,,"in machine learning: proceedings of the thirteenth international conference,",,,1996,,,,,2681
1,961,kearns1994b,m. kearns and u. vazirani.,,an introduction to computational learning theory.,,,"cambridge, ma,","mit press,",1994,,,,,964,kearns1994b,"kearns, m.j. & vazirani, u.v.",,"an introduction to computational learning theory,",,chp.,"cambridge, mass.","mit press,",(1994).,1-2.,,,,2682
1,956,kearns1994b,m. j. kearns and u. v. vazirani.,,an introduction to computational learning theory.,,,"cambridge, ma,","mit press,",1994,,,,,964,kearns1994b,"kearns, m.j. & vazirani, u.v.",,"an introduction to computational learning theory,",,chp.,"cambridge, mass.","mit press,",(1994).,1-2.,,,,2683
0,805,kearns1992a,"kearns, m.",,oblivious pac learning of concepts hierarchies.,,"in proceedings of the national conference on artificial intelligence,",,,1992,215-222.,,,,507,haussler1991,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",,equivalence of models for polynomial learnability.,,information and computation.,,,,,,to appear.,,2684
1,506,haussler1991,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",95(2),equivalence of models for polynomial learnability.,,"information and computation,",,,1991,"129-161,",,,december,507,haussler1991,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",,equivalence of models for polynomial learnability.,,information and computation.,,,,,,to appear.,,2685
1,498,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. war-muth.",95(2),equivalence of models for polynomial learnability.,,"inform. comput.,",,,1991,"129-161,",,,december,507,haussler1991,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",,equivalence of models for polynomial learnability.,,information and computation.,,,,,,to appear.,,2686
0,805,kearns1992a,"kearns, m.",,oblivious pac learning of concepts hierarchies.,,"in proceedings of the national conference on artificial intelligence,",,,1992,215-222.,,,,337,freund1996b,y. freund and r.e. schapire.,,"game theory, on-line prediction and boosting.",,"in proceedings of the ninth annual conference on computational learning theory,",,,1996,,,,,2687
0,612,helmbold1997c,"d.p. helmbold, r.e. schapire, y. singer, and m.k. warmuth.",,a comparison of new and old algorithms for a mixture estimation problem.,,"machine learning,","27:97119,",,1997,,,4 available from http://www.sgi.com/technology/mlc/.,,337,freund1996b,y. freund and r.e. schapire.,,"game theory, on-line prediction and boosting.",,"in proceedings of the ninth annual conference on computational learning theory,",,,1996,,,,,2688
0,475,goldman1993,"sally a. goldman, ronald l. rivest, and robert e. schapire.",22,learning binary relations and total orders.,,"siam journal of computing,",,,1993,"1006-1034,",,,october,337,freund1996b,y. freund and r.e. schapire.,,"game theory, on-line prediction and boosting.",,"in proceedings of the ninth annual conference on computational learning theory,",,,1996,,,,,2689
0,1152,rivest1993,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,,337,freund1996b,y. freund and r.e. schapire.,,"game theory, on-line prediction and boosting.",,"in proceedings of the ninth annual conference on computational learning theory,",,,1996,,,,,2690
0,1261,schapire1997,"r. e. schapire, y. freund, p. bartlett, and w. s. lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,in machine learning: proceedings of the fourteenth international conference.,,,(1997).,,,,,337,freund1996b,y. freund and r.e. schapire.,,"game theory, on-line prediction and boosting.",,"in proceedings of the ninth annual conference on computational learning theory,",,,1996,,,,,2691
0,669,kearns1987,"m. kearns, m. li, l. pitt, and l. valiant,",,"on the learnability of boolean formulae,",,"in proc. 19 th acm symposium on theory of computing,",,"acm,",1987,pages 285-295.,,,,337,freund1996b,y. freund and r.e. schapire.,,"game theory, on-line prediction and boosting.",,"in proceedings of the ninth annual conference on computational learning theory,",,,1996,,,,,2692
0,805,kearns1992a,"kearns, m.",,oblivious pac learning of concepts hierarchies.,,"in proceedings of the national conference on artificial intelligence,",,,1992,215-222.,,,,333,freund1996b,y. freund and r. schapire.,,"game theory, on-line prediction and boosting.",,"in pro ceedings of the 9th annual conference on computational learning theory,",,,1996,"pages 325-332,",,,,2693
0,1016,kearns1994e,"m. kearns, m. li and l. valiant.",41(6),learn ing boolean formulas.,,"journal of the acm,",,,1994,"1298-1328,",,,,333,freund1996b,y. freund and r. schapire.,,"game theory, on-line prediction and boosting.",,"in pro ceedings of the 9th annual conference on computational learning theory,",,,1996,"pages 325-332,",,,,2694
0,809,kearns1992c,"kearns, m. j., schapire, r. e., and sellie, l. m.",,toward efficient agnostic learning.,,"in proceedings of the fifth annual acm workshop on computational learning theory (1992),",,,1992,pp. 341-352.,,,,333,freund1996b,y. freund and r. schapire.,,"game theory, on-line prediction and boosting.",,"in pro ceedings of the 9th annual conference on computational learning theory,",,,1996,"pages 325-332,",,,,2695
0,1225,schapire1990e,"robert e. schapire,",,"the emerging theory of average case complexity',",,"tech. report mit/lcs/tm-431,",,,1990,,,,june,774,kearns1990,m.j. kearns.,,the computational complexity of machine learning.,,,"cambridge, ma (1990).","mit press,",,,,,,2696
0,1225,schapire1990e,"robert e. schapire,",,"the emerging theory of average case complexity',",,"tech. report mit/lcs/tm-431,",,,1990,,,,june,114,drucker1992,"harris drucker, robert schapire, and patrice simard.",7(4),boosting performance in neural networks.,,"international journal of pattern recognition and artificial intelligence,",,,1993,"705-719,",,,,2697
0,1225,schapire1990e,"robert e. schapire,",,"the emerging theory of average case complexity',",,"tech. report mit/lcs/tm-431,",,,1990,,,,june,1160,rivest1994,r. l. rivest and r. e. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,,2698
0,1007,kearns1994d,"m. j. kearns, r. e. schapire, and l. m. sellie.",17,toward efficient agnostic learning.,,"machine learning,",,,1994,"115-141,",,,,1160,rivest1994,r. l. rivest and r. e. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,,2699
1,1159,rivest1994,r. rivest and r. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,,1160,rivest1994,r. l. rivest and r. e. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,,2700
0,134,ehrenfeucht1988,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.,",,"a general lower bound on the number of examples needed for learning,",,"proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann,","1988,",p. 139-154.,,,,1160,rivest1994,r. l. rivest and r. e. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,,2701
0,1229,schapire1991,robert e. schapire.,,the design and analysis of efficient learning algorithms.,"mit laboratory for computer science,","technical report mit/lcs/tr-493,",,,1991,,,,,1160,rivest1994,r. l. rivest and r. e. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,,2702
0,1225,schapire1990e,"robert e. schapire,",,"the emerging theory of average case complexity',",,"tech. report mit/lcs/tm-431,",,,1990,,,,june,234,freund1992c,"freund, y. and haussler, d.",,"unsupervised learning of distributions on binary vectors using two layer networks,",,"in advances in neural information processing systems iv (denver 1992),",,and r.,"(1992),",,"ed. j. e. moody, s. j. hanson,",,,2703
0,1225,schapire1990e,"robert e. schapire,",,"the emerging theory of average case complexity',",,"tech. report mit/lcs/tm-431,",,,1990,,,,june,33,cesa,"nicolo cesa-bianchi, yoav freund, david p. helmbold, david haus-sler, robert e. schapire, and manfred k. warmuth.",,how to use expert advice.,,"in proceedings of the twenty-fifth annual acm symposium on the theory of computing,",,,1993,"pages 382-391,",,"to appear, journal of the association for computing machinery.",,2704
