ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,metu interoperable database system,"david j. dewitt , manish mehta",acm sigmod record,1995,"('authors',)"
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,"gnatdb : a small-footprint , secure database system","a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",acm sigmod record,1995,"('title',)"
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,metu interoperable database system,radek vingralek,acm sigmod record,1995,"('authors',)"
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,metu interoperable database system,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",acm sigmod record,2002,"('year',)"
metu interoperable database system,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",acm sigmod record,1995,languages for multi-database interoperability,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,"('title',)"
metu interoperable database system,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",acm sigmod record,1995,metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1997,"('year',)"
efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",sigmod conference,2000,efficient and effective clustering methods for spatial data mining,"junghwan oh , kien a. hua",international conference on management of data,2000,"('title',)"
efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",sigmod conference,2000,efficient and cost-effective techniques for browsing and indexing large video databases,"junghwan oh , kien a. hua",international conference on management of data,1994,"('year',)"
efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",sigmod conference,2000,cure : an efficient clustering algorithm for large databases,"junghwan oh , kien a. hua",international conference on management of data,2000,"('title',)"
efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",sigmod conference,2000,efficient and cost-effective techniques for browsing and indexing large video databases,"junghwan oh , kien a. hua",international conference on management of data,1998,"('year',)"
efficient and cost-effective techniques for browsing and indexing large video databases,"junghwan oh , kien a. hua",international conference on management of data,2000,efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",sigmod conference,1995,"('year',)"
efficient and cost-effective techniques for browsing and indexing large video databases,"junghwan oh , kien a. hua",international conference on management of data,2000,efficient and cost-effective techniques for browsing and indexing large video databases,"kristian torp , christian s. jensen , richard thomas snodgrass",sigmod conference,2000,"('authors',)"
a new method for similarity indexing of market basket data,"charu c. aggarwal , joel l. wolf , philip s. yu",international conference on management of data,1999,efficient similarity search for market basket data,"joel l. wolf , charu c. aggarwal , philip s. yu",sigmod conference,1999,"('title',)"
a new method for similarity indexing of market basket data,"charu c. aggarwal , joel l. wolf , philip s. yu",international conference on management of data,1999,a new method for similarity indexing of market basket data,"joel l. wolf , charu c. aggarwal , philip s. yu",sigmod conference,2002,"('year',)"
mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,mining generalized association rules,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,"('title',)"
mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1995,"('year',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,an effective hash-based algorithm for mining association rules,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,"('title',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1995,"('year',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1995,"('year',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1997,"('year',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,online association rule mining,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,"('title',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,mining fuzzy association rules in databases,christian hidber,sigmod record,1998,"('authors',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1999,"('year',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,data mining with optimized two-dimensional association rules,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,"('title',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,2001,"('year',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,sampling large databases for association rules,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,"('title',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1996,"('year',)"
mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,on the discovery of interesting patterns in association rules,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,"('title',)"
