ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes
adobe production premium cs3 software suite for windows professional editing software,,1698.95,adobe creative suite cs3 production premium,,18.88,"('title',)"
adobe production premium cs3 software suite for windows professional editing software,,1698.95,adobe creative suite cs3 production premium,,2499.99,"('title',)"
adobe production premium cs3 software suite for windows professional editing software,,1698.95,adobe cs3 master collection,,1699.0,"('price',)"
adobe production premium cs3 software suite for windows professional editing software,,1698.95,adobe creative suite cs3 production premium,,808.15,"('title',)"
adobe production premium cs3 software suite for windows professional editing software,,1698.95,adobe creative suite cs3 production premium,,339.99,"('title',)"
adobe production premium cs3 software suite for windows professional editing software,,1698.95,adobe creative suite cs3 production premium,,1698.95,"('title',)"
adobe production premium cs3 software suite for windows professional editing software,,1698.95,adobe production studio premium software suite video software bundles,adobe,1698.95,"('manufacturer',)"
adobe production premium cs3 software suite for windows professional editing software,,1698.95,adobe production studio premium software suite video software bundles,,1699.0,"('price',)"
adobe production premium cs3 software suite for windows professional editing software,,1698.95,adobe creative suite cs3 production premium,,426.0,"('title',)"
adobe production premium cs3 software suite for windows professional editing software,,1698.95,adobe creative suite cs3 production premium,,348.95,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft,299.99,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),topics entertainment,49.95,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft,449.95,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft,329.95,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft software,735.33,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft,229.99,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft,399.99,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft office 2004 standard ( mac ),microsoft,299.99,"('price',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft,259.95,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),topics entertainment,29.99,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft,229.99,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft,109.99,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft,99.95,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft software,,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft,219.99,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft corporation,330.14,"('title',)"
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),microsoft,29.99,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,239.95,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,249.95,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version,,299.95,"('price',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,89.99,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,199.99,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,99.99,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,231.29,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,186.73,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,299.99,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,205.99,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,199.99,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,149.99,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,95.99,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,199.99,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,89.99,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,1834.4,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,272.38,"('title',)"
microsoft windows vista business ( pc ),,299.99,windows vista business sp microsoft 66j-00063,,299.95,"('price',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,144.0,"('title',)"
microsoft windows vista business ( pc ),,299.99,microsoft windows vista business full version [ dvd ],,41.58,"('title',)"
microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows xp pro oem sp2 no open box returns,topics entertainment,49.95,"('title',)"
microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows xp pro oem sp2 no open box returns,microsoft,299.95,"('title',)"
microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows xp pro oem sp2 no open box returns,microsoft,399.95,"('title',)"
microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows xp pro oem sp2 no open box returns,topics entertainment,29.99,"('title',)"
microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows xp pro oem sp2 no open box returns,microsoft,259.95,"('title',)"
microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows xp pro oem sp2 no open box returns,microsoft,199.0,"('title',)"
microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows xp pro oem sp2 no open box returns,microsoft,29.99,"('title',)"
microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows xp pro oem sp2 no open box returns,hewlett packard,,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,239.95,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,159.0,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,89.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,199.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,231.29,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,249.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,723.95,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,199.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,186.73,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,137.09,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,137.09,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,719.04,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,199.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,199.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,1698.95,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,12.49,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,299.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,89.95,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,299.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,999.0,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,19.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,1449.0,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,969.0,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,19.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,punch software,62.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,99.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,154.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,95.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,149.99,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,439.95,"('title',)"
microsoft windows xp pro oem sp2 no open box returns,,149.99,microsoft windows xp professional full version with sp2,,176.99,"('title',)"
