ltable_title,ltable_description,ltable_price,rtable_title,rtable_description,rtable_price,label,id
intel dc p3600 1 2tb pci e solid state drive ssdpedme012t401 pcpartpicker united kingdom,,,"intel ssd dc p3600 series 1 2tb pcie , specs cnet",,,1,6023438#572242
crucial 8gb 1x8gb ddr3l ddr3 pc3 12800 1600mhz so dimm module ct102464bf160b novatech,ddr3 ddr3l 1600mhz cl11 1 35v 1 50v lifetime warranty,,memoria ddr3 8gb crucial dimm 204,memoria ddr3 8gb crucial dimm 204 1600mhz pc3 12800 cl 11 1 5v,,1,8190387#9996559
crucial 8gb single ddr3l 1600 mt s pc3l 12800 sodimm 204 pin laptop memory ct102464bf160b printer parts accessories all tech toys,in short 204 pin small outline dual inline memory modules sodimms are the form factor used to provide ddr3 memory modules for notebook computers and other small form factor computing platforms 204 pin sodimms are currently available in pc3 8500 ddr3 1066mhz and pc3 10600 ddr3 1333mhz speeds,,ddr3 crucial so dimm 8go 1600 mhz,crucial 8gb ddr3 sodimm 8 go ddr3 1600 mhz,,1,4423379#8616836
crucial 8gb 1x8gb ddr3l ddr3 pc3 12800 1600mhz so dimm module ct102464bf160b novatech,ddr3 ddr3l 1600mhz cl11 1 35v 1 50v lifetime warranty,,crucial 8gb single ddr3l 1600 mt s pc3l 12800 sodimm 204 pin laptop memory ct102464bf160b printers accessories office outlet express,in short 204 pin small outline dual inline memory modules sodimms are the form factor used to provide ddr3 memory modules for notebook computers and other small form factor computing platforms 204 pin sodimms are currently available in pc3 8500 ddr3 1066mhz and pc3 10600 ddr3 1333mhz speeds,,1,8190387#8614428
corsair flash survivor 64 gb usb 3 0 drive black cmfss3b 64gb novatech,,,rugged corsair survivor stealth usb 3 0 64gb flash drive v2 ln65056 cmfss3b scan uk,64gb corsair flash survivor stealth v2 usb 3 0 pendrive aluminium waterproof to 200m vibration shock resistant black,,1,5622216#6294784
gigaram sdhc 16gb 4 li cqz 9p secure digital class 23 16 mbs 155x smi ori bulk,sdhc 16gb 4 li cqz 9p secure digital class 23 16 mbs 155x smi ori bulk,usd 5 85,sandisk flash 16 gb sdhc memory card sdsdb 016g label may change camera photo accessories page 6 all tech toys,sandisk 16 gb secure digital high capacity sdhc sdsdb 016g b35 flash memory,,1,2781005#8252171
sandisk sdhc 16gb class 2 prijzen tweakers,,,"sandisk standard flash memory card 16 gb sdhc , series overview cnet",,,1,16890156#17229493
sandisk sdhc 16gb class 2 prijzen tweakers,,,sdsdb 016g b35 nr netram,sd card 16gb sdhc standard,,1,16890156#13016495
lenovo y700 15isk i7 6700hq 12gb 1tb nvidia gtx960m 4gb 15 6 w10 gaming ga,i7 6700hq 4c 8t hasta 3 5ghz 12gb ram 1tb hdd 15 6 ips led fullhd nvidia gtx 960m 4gb ddr5 hdmi sin unidad ptica wifi ac bluetooth 4 0 2 usb 3 0 webcam hd720p 2 altavoces subwoofer jbl bater a 4 celdas windows 10 home 64 bit color negro,,lenovo y700 15isk i7 6700hq 12gb 1tb nvidia gtx960m 4gb 15 6 w10 gaming idea 110 i3 6100u 8gb amd radeon r5 m430 2gb,i7 6700hq 4c 8t hasta 3 5ghz 12gb ram 1tb hdd 15 6 ips led fullhd nvidia gtx 960m 4gb ddr5 hdmi sin unidad ptica wifi ac bluetooth 4 0 2 usb 3 0 webcam hd720p 2 altavoces subwoofer jbl bater a 4 celdas windows 10 home 64 bit color negro,,1,9237300#10730936
lenovo y700 15isk i7 6700hq 12gb 1tb nvidia gtx960m 4gb 15 6 w10 gaming black friday 2017 megacomponentes com inform tica y tecnolog a,i7 6700hq 4c 8t hasta 3 5ghz 12gb ram 1tb hdd 15 6 ips led fullhd nvidia gtx 960m 4gb ddr5 hdmi sin unidad ptica wifi ac bluetooth 4 0 2 usb 3 0 webcam hd720p 2 altavoces subwoofer jbl bater a 4 celdas windows 10 home 64 bit color negro,,lenovo y700 15isk i7 6700hq 12gb 1tb nvidia gtx960m 4gb 15 6 w10 gaming idea 110 i3 6100u 8gb amd radeon r5 m430 2gb,i7 6700hq 4c 8t hasta 3 5ghz 12gb ram 1tb hdd 15 6 ips led fullhd nvidia gtx 960m 4gb ddr5 hdmi sin unidad ptica wifi ac bluetooth 4 0 2 usb 3 0 webcam hd720p 2 altavoces subwoofer jbl bater a 4 celdas windows 10 home 64 bit color negro,,1,1948618#10730936
hp elitebook 850 g3 2 3ghz core i5 15 6in display v1h18ut aba,,,"hp elitebook 850 g3 notebook pc energy star , official store",free shipping buy direct from hp see customer reviews and comparisons for the hp elitebook 850 g3 notebook pc energy star upgrades and savings on select products,,1,12587862#4187416
"hp elitebook 850 g3 notebook pc energy star , official store",free shipping buy direct from hp see customer reviews and comparisons for the hp elitebook 850 g3 notebook pc energy star upgrades and savings on select products,,ordinateur portable hp elitebook 850 g3 energy star store canada,incroyablement mince et l ger le hp elitebook 850 permet aux utilisateurs de cr er de se connecter et de collaborer l aide de la technologie de performances profesionnelles qui vous aide am liorer votre productivit en d placement et au bureau windows 7 professionnel 64 disponible par le biais de droits d utilisation d une version ant rieure partir de windows 10 professionnel 64 processeur intel core i5 6200u avec carte graphique intel hd 520 2 3 ghz jusqu 2 8 ghz avec la technologie intel turbo boost 3 mo de m moire cache 2 c urs 15 6 pouces 8 go de m moire ddr4 2133 sdram 1 x 8 go ssd msata 256 go garantie limit e 3 ans pi ces et main d uvre 3 3 0 certaines restrictions et exclusions sont applicables,,1,4187416#14440472
hp elitebook 850 g3 notebook pc v1h18ut aba computers cdw com,impressively thin and light the hp elitebook 850 empowers users to create connect and collaborate using enterprise class performance technology that helps keep you productive in and out of the office,1 426 99,ordinateur portable hp elitebook 850 g3 energy star store canada,incroyablement mince et l ger le hp elitebook 850 permet aux utilisateurs de cr er de se connecter et de collaborer l aide de la technologie de performances profesionnelles qui vous aide am liorer votre productivit en d placement et au bureau windows 7 professionnel 64 disponible par le biais de droits d utilisation d une version ant rieure partir de windows 10 professionnel 64 processeur intel core i5 6200u avec carte graphique intel hd 520 2 3 ghz jusqu 2 8 ghz avec la technologie intel turbo boost 3 mo de m moire cache 2 c urs 15 6 pouces 8 go de m moire ddr4 2133 sdram 1 x 8 go ssd msata 256 go garantie limit e 3 ans pi ces et main d uvre 3 3 0 certaines restrictions et exclusions sont applicables,,1,13579658#14440472
d link switch 6xgenet sx sc 2xgbic slot l3 19 product data network switches dgs 3308fg,"long product name d link switch 6xgenet sx sc 2xgbic slot l3 19 the short editorial description of d link switch 6xgenet sx sc 2xgbic slot l3 19 d link dgs 3308fg switch 6 ports ,  more d link switch 6xgenet sx sc 2xgbic slot l3 19 the official marketing text of d link switch 6xgenet sx sc 2xgbic slot l3 19 as supplied by the manufacturer d link s dgs 3308fg is a high performance managed layer 3 gigabit switch that provides an ideal solution for enterprise gigabit applications with 6 1000base sx gigabit ethernet ports and 2 open gbic based ports the dgs 3308fg is designed to meet the needs of the most demanding departmental and enterprise connectivity applications high performance wire speed architecture the dgs 3308fg supports full duplex wire speed forwarding 8k mac addresses 2k ip networks and the ability to prioritize traffic into 4 priority queues the dgs 3308fg can be used as a cost effective gigabit wiring closet solution or a high performance backbone aggregation device network management d link s dgs 3308fg looks to address today s diverse business and it requirements through its robust support of standards based network management protocols snmp rmon bootp telnet web and port mirroring by supporting standards based network management protocols the dgs 3308fg can be easily integrated into most third party network management products advanced enterprise features the dgs 3308fg brings advanced enterprise functions to a new level of affordability without compromising advanced features including rip1 2 ospf dvmrp qos cos multicast vlans port trunking network management these features facilitate the deployment of applications across an enterprise including voip streaming media and multicast content delivery ip video software deployment etc investment protection with support for layer 2 layer 3 switch or routing the dgs 3308fg can easily adapt to changes in customer media requirements without the need to perform an expensive forklift upgrade by supporting gbic modules customers can migrate to other more advanced solutions in the future while still protecting a portion of their original investment short summary description d link switch 6xgenet sx sc 2xgbic slot l3 19 this short summary of the d link switch 6xgenet sx sc 2xgbic slot l3 19 data sheet is auto generated and uses the product title and the first six key specs d link switch 6xgenet sx sc 2xgbic slot l3 19 ieee 802 1d ieee 802 1p ieee 802 1q ieee 802 3x ieee 802 3z 8000 entries 16 gbit s 35 w 16 mb 0 55 c long summary description d link switch 6xgenet sx sc 2xgbic slot l3 19 d link switch 6xgenet sx sc 2xgbic slot l3 19 networking standards ieee 802 1d ieee 802 1p ieee 802 1q ieee 802 3x ieee 802 3z mac address table 8000 entries switching capacity 16 gbit s power consumption typical 35 w minimum ram 16 mb dimensions wxdxh 17 4 x 8 27 x 1 69 441 x 210 x 43 mm connectivity technology wired this is an auto generated long summary of d link switch 6xgenet sx sc 2xgbic slot l3 19 based on the first three specs of the first five spec groups",,multilayer 6 port 1000base sx switch 2 gbic ports dgs 3308fg d link romania,download the datasheet,,1,14879549#6142256
multilayer 6 port 1000base sx switch 2 gbic ports dgs 3308fg d link,download the datasheet,,multilayer 6 port 1000base sx switch 2 gbic ports dgs 3308fg d link hellas,download the datasheet,,1,10505527#1559945
multilayer 6 port 1000base sx switch 2 gbic ports dgs 3308fg d link hellas,download the datasheet,,multilayer 6 port 1000base sx switch 2 gbic ports dgs 3308fg d link romania,download the datasheet,,1,1559945#6142256
hyperx predator solid state drive 480 gb pci express 2 0 x4 shpm2280p2 480g drives ssds cdw com,hyperx predator ssd offers large capacities and incredible speeds with both compressible and incompressible data to take your system to the edge faster than sata based ssds it delivers speeds of up to 1400 mb s read and 1000 mb s write for ultra responsive multitasking and an overall faster system it features a pcie gen 2 0 x4 interface for high performance and an m 2 form factor to fit the next generation of desktops with an m 2 pcie slot,355 99,kingston hyperx predator 480gb pcie x 4 ssd hhhl form factor solid state drive shpm2280p2h 480g ocuk,hyperx predator ssd offers large capacities and incredible speeds with both compressible and incompressible data to take your system to the edge faster than sata based ssds,,1,4923343#16661502
kingston hyperx predator ssd m 2 480gb prijzen tweakers,,,kingston hyperx predator ssd m 2 480gb specificaties tweakers,,,1,16217005#222516
kingston 480gb hyperx predator pcie gen2 x4 hhhl internal solid state drive shpm2280p2h 480g,,,kingston hyperx predator 480gb pcie x 4 ssd 2280 form factor solid state drive shpm2280p2 480g ocuk,hyperx predator ssd offers large capacities and incredible speeds with both compressible and incompressible data to take your system to the edge faster than sata based ssds,,1,16123988#12697751
msi z170i gaming pro ac mini itx lga1151 motherboard pcpartpicker united kingdom,,,msi z170i gaming pro ac prijzen tweakers,,,1,7161753#5723270
msi gaming z170i pro ac skylake wifi mini itx motherboard ln67102 scan uk,msi z170i gaming pro ac intel z170 s 1151 ddr4 satae m 2 pcie sata intel ac wifi bt 4 2 usb3 1 gen1 mini itx,,msi z170i gaming pro ac mini itx lga1151 motherboard pcpartpicker united kingdom,,,1,624792#7161753
amd a series a6 6400k comprar powerplanetonline,,,micro amd serie a a6 6400k,micro amd serie a a6 6400k fm2 3 9ghz black edition,,1,9594543#13641393
amd a6 6400k 3 9ghz socket fm2 apu richland processor retail ad640kokhlbox novatech,integrated amd radeontm hd 8470d graphics dual core technology 3 60ghz clock speed 1mb l2 cache 800mhz gpu clock speed 192 graphics cores,,amd a6 6400k boxed reviews jarno nelis userreviews tweakers,,,1,3178192#12169994
amd a6 6400k boxed reviews jarno nelis userreviews tweakers,,,amd a series a6 6400k comprar powerplanetonline,,,1,12169994#9594543
sandisk 32gb ultra microsd high capacity uhs 1 card sdsqunb 032g gn3mn ln72311 scan uk,32gb sandisk ultra microsdhc card uhs 1 class 1 u1 48mb s read,,tarjeta memoria sandisk micro secure digital,tarjeta memoria sandisk micro secure digital 32gb ultra android sdhc clase 10 uhs i,,1,16709#12267927
sandisk ultra micro sdhc memory card 48mb s class 10 for android 32gb,,,tarjeta memoria sandisk micro secure digital,tarjeta memoria sandisk micro secure digital 32gb ultra android sdhc clase 10 uhs i,,1,8981776#12267927
cart o mem ria sandisk ultra uhs i microsdhc 32gb classe 10 pcdiga,os dispositivos m veis atuais oferecem recursos avan ados de fotografia e v deo para que voc possa gravar todos os momentos excitantes da vida os cart es de mem ria sandisk ultra permitem que voc capture transporte e mantenha todos esses momentos nas pontas dos dedos classifica o de velocidade classe 10 para captura de v deo full hdeste cart o de mem ria oferece classifica o de v deo classe 10 para grava o de v deo de alta qualidade para que voc possa capturar v deo full hd sem perdas os cart es permitem que voc armazene muitos arquivos de v deo full hd antes de ter que transferir os arquivos para o seu computador adicione armazenamento a smartphones e tablets androidos cart es de mem ria uhs i sandisk ultra microsdhc e microsdxc uhs i s o companhias ideais para smartphones e tablets android de alto desempenho o armazenamento adicional do cart o significa que voc pode tirar mais fotografias e v deos sem ter que se preocupar com o espa o fa a backup com facilidade da sua m dia favorita com o aplicativo sandisk memory zoneo aplicativo sandisk memory zone dispon vel na google play store faz com que seja f cil visualizar aceder e fazer backup de todos os seus arquivos da mem ria do seu telefone num local conveniente voc pode configurar o aplicativo para descarregar os arquivos da mem ria interna do seu dispositivo para o seu cart o de mem ria automaticamente design resistenteos cart es sandisk microsdhc e microsdxc uhs i s o prova de gua prova de choque prova de raio x para proteger as suas mem rias contra os infort nios da vida leve o seu telefone ou tablet para a neve a piscina ou o deserto o seu cart o sobreviver mesmo que o seu dispositivo n o sobreviva inclui adaptador sdos cart es de mem ria uhs i sandisk ultra microsdhc e microsdxc d o lhe a si a liberdade de manter todos os seus arquivos digitais consigo no seu smartphone ou tablet al m disso o adaptador sd inclu do permite que voc mova arquivos com facilidade entre outros dispositivos compat veis com sd como c maras digitais e computadores capacidade 32gb desempenho velocidade de leitura de at 48mb s classe classe 10 prote o prova d gua prova de choque e prova de raio x,,sandisk 32gb ultra microsdhc card buy at connection public sector solutions,,,1,8948008#2939050
