ltable_title,ltable_description,ltable_brand,ltable_specTableContent,rtable_title,rtable_description,rtable_brand,rtable_specTableContent,label,pair_id
tech air taecb001 15 6 mochila negro maletines para port ti hp elite x2 1012 g1 2 en 1 core m3 6y30 4gb 128gb ssd tactil 12 w10,techair eco laptop backpack mochila para transporte de port til 15 6 negro,,,hp power bank para ordenadores port tiles elitebook 850 g3 i5 6200u 8gb 256gb ssd 15 6 w10pro black frid,5 v 19 v 18000 mah 143 mm 66 2 mm,,,0,13673985#15939967
memoria ddr3 8gb 1333 mhz pc10600,memoria ddr3 8gb 1333 mhz pc10600 hp servidor proliant,,,"hp dvd rom drive ide series , prices cnet",,hp,,0,4443991#1818279
m393b2g70db0 yk0 samsung 16gb ddr3 pc12800 memory,,,manufacturer samsung manufacturer part m393b2g70db0 yk0 memory type ddr3 sdram capacity 16gb pins 240 pin bus type pc 12800 error correction registered ecc cycle time 1 25ns cas cl11 data transfer rate 1600mhz memory clock 200mhz rank rank 2 voltage 1 35,samsung m393b2g70db0 yk0 czc 16gb 240p pc3 12800 cl11 36c 1024x4 ddr3 1600 2rx4 1 35v ecc rdimm nlm,m393b2g70db0 yk0 czc 16gb 240p pc3 12800 cl11 36c 1024x4 ddr3 1600 2rx4 1 35v ecc rdimm nlm,samsung,,1,11916410#14421486
samsung 500gb 750 evo ssd 2 5 sata 6gbps solid state drive ocuk,the 750 evo is the advanced consumer ssd powered by samsung nand technology that maximizes everyday computing experiences with optimized performance and enhanced reliability,samsung,,disco duro ssd samsung 850 evo 500gb mz 75e500b eu comprar powerplanetonline com,,samsung,,0,9402326#6026954
evga geforce gtx 1080 8gb founders edition video card 08g p4 6180 kr pcpartpicker canada,,evga,,zotac geforce gtx 1080 ti amp edition graphics card 11gb gddr5x zt p10810d 10p,,,,0,6340857#17390903
asus nvidia geforce gtx 1060 6gb turbo graphics card ln73869 gtx1060 6g scan uk,asus geforce gtx 1060 turbo 6gb gddr5 vr ready graphics card 1280 core 1506mhz gpu 1708mhz boost,,,asus geforce gtx 1070 ti 8gb turbo prijzen tweakers,,,categorie videokaarten merk asus product asus geforce gtx 1070 ti 8gb turbo uitvoering asus geforce gtx 1070 ti 8gb turbo ean 4712900892666 sku 90yv0bj0 m0na00 turbo gtx1070ti 8g tweakers id 1107481 productprijs 478 95 pakketpost nederland 0 ideal 0 totaal 478 95 onjuiste prijs melden productprijs 475 pakketpost 3 95 ideal 0 totaal 478 95 onjuiste prijs melden productprijs 477 50 pakketpost dpd 3 95 ideal 0 totaal 481 45 onjuiste prijs melden productprijs 485 pakketpost tot 50 0 ideal 0 totaal 485 onjuiste prijs melden productprijs 485 pakketpost 0 ideal 0 totaal 485 onjuiste prijs melden productprijs 489 pakketpost tot 1 kg 4 95 ideal 0 totaal 493 95 onjuiste prijs melden productprijs 494 pakketpost nederland vanaf 75 0 ideal 0 totaal 494 onjuiste prijs melden productprijs 499 verzending 0 ideal 0 totaal 499 onjuiste prijs melden productprijs 499 pakketpost vanaf 30 0 ideal 0 totaal 499 onjuiste prijs melden productprijs 496 78 pakketpost vanaf 99 3 95 ideal 0 50 totaal 501 23 onjuiste prijs melden productprijs 502 15 pakketpost 0 30 kg 4 95 ideal vanaf 10 0 totaal 507 10 onjuiste prijs melden productprijs 508 75 pakketpost nl dpd 4 95 ideal 0 totaal 513 70 onjuiste prijs melden productprijs 514 25 pakketpost 0 ideal 0 totaal 514 25 onjuiste prijs melden productprijs 529 pakketpost 100 0 ideal 0 totaal 529 onjuiste prijs melden productprijs 539 pakketpost vanaf 0 ideal 0 totaal 539 onjuiste prijs melden productprijs 540 50 pakketpost nederland vanaf 19 0 ideal 0 totaal 540 50 onjuiste prijs melden productprijs 576 90 pakketpost vanaf 50 0 ideal 0 totaal 576 90 onjuiste prijs melden productprijs 579 pakketpost vanaf 50 0 ideal 0 totaal 579 onjuiste prijs melden productprijs 591 69 pakketpost vanaf 29 95 0 ideal 0 totaal 591 69 onjuiste prijs melden productprijs 599 pakketpost vanaf 20 i c m ideal 0 ideal 0 totaal 599 onjuiste prijs melden,0,17497317#1712663
"null , 397411 b21 hp 2gb 2x1gb pc2 5300 sdram kit new wholesale price",description genuine hpe 2gb fbd pc2 5300 2x1gb sdram ddr2 dual rank memory kitpart number s option part 397411 b21 2 modules per kit spare part 416471 001 2 modules per kit assembly part 398706 051 2 modules per kit,hp enterprise,specifications category proliant memory sub category genuine hp memory generation pc2 5300 part number 397411 b21 products id 142198 storage capacity 2gb 2 x 1gb upgrade type system specific technology ddr ii sdram memory speed 667mhz pc2 5300 rank dual application server memory server model hp proliant compatibility hp proliant servers manufacturer hewlett packard hp serial number yes hp logo yes guaranteed genuine hp yes 397411 b21 compatible servers bl20p g4 bl460c bl480c bl680c g5 dl140 g3 dl160 g5 dl180 dl360 g5 dl380 g5 dl580 g5 ml150 g3 ml350 g5 ml370,"null , 483403 b21 hp 8gb 2x4gb pc2 5300 lp sdram kit new wholesale price",description genuine hpe 8gb 2x4gb registered pc2 5300low power dual rank sdram memory kitpart number s option part 483403 b21 2 x 4gb modules assembly part 487005 061 1 x 4gb 2 per kit,hp enterprise,specifications category proliant memory sub category genuine hp memory generation pc2 5300 part number 483403 b21 products id 455453 storage capacity 8gb 2 x 4gb technology ddr ii sdram form factor dimm 240 pin memory speed 667mhz pc2 5300 application server memory server model hp proliant compatibility hp proliant servers manufacturer hewlett packard hp serial number yes hp logo yes guaranteed genuine hp yes,0,17063490#16293863
8gb 2400mhz ddr4 cl15 dimm tradineur com,capacidad total 8 gb frecuencia bus clock rate 2 400 mhz tecnolog a ddr4 tft kit no tipolog a dimm analogico generica s,,peso 0 0500 alto 1 50 ancho 17 00 profundo 5 50 fabricante kingston ref proveedor hx424c15fb2 8 marca kingston,kingston hyperx fury black ddr4 2133 pc4 17000 8gb cl14 pccomponentes,,,,0,17075877#930870
4th generation intel core i5 4460 3 2ghz socket lga1150 coreandtrade bx80646i54460 novatech,quad core technology 3 20ghz clock speed 6mb l3 cache dual channel ddr3 controller 22nm integrated hd 4600 graphics 3yr warranty,intel,processor number i5 4460 number of cores 4 number of threads 4 clock speed 3 2ghz max turbo frequency 3 4ghz architecture 22nm technology intel smart cache 6mb instruction set 64 bit instruction set extensions sse4 1 4 2 avx 2 0 embedded options available no lithography 22nm max tdp 84 w max memory size dependant on memory type 32 gb memory types ddr3 1333 1600 number of memory channels 2 max memory bandwidth 25 6 gb s ecc memory supported no processor graphics intel hd graphics 4600 graphics base frequency 350 mhz graphics max dynamic frequency 1 1 ghz intel quick sync video yes intel intru 3d technology yes intel insider yes intel wireless display yes intel clear video hd technology yes number of displays supported 3,intel i5 6600k 3 5ghz pccomponentes,,,,0,5198162#16998530
intel core i7 6850k 3 6ghz 15mb smart cache box bx80671i76850k,,intel,,intel core i7 6800k broadwell e processor 6 15m cache 3 4ghz up to 60ghz lga 2011 unlocked ncix,,,quick specs compatibility desktop process technology 14 nm clock speed 3 40 ghz processor socket socket lga 2011 v3 l2 cache 1 50 mb l3 cache 15 mb processor core hexa core 6 core 64 bit processing yes thermal design power 140 w processor manufacturer intel overclocking speed 3 80 ghz productid 1033863253,0,8359584#11776214
hpe proliant dl380 g6 performance xeon x5560 2 8 ghz 12 gb 0 491315 001 x86 based servers cdw com,the hp proliant dl380 g6 server continues to deliver on its heritage of engineering excellence with increased flexibility and performance enterprise class uptime and hp insight control manageability 2 socket intel xeon performance and 2u density for a variety of applications,,,"null , 491315 001 hp dl380 g6 2p x5560 2 8ghz 12gb wholesale price",description hp proliant dl380 g6 rack mountable 2u 2 way 2 x xeon x5560 2 80ghz 8mb 95w ddr3 1333 12gb 6 x 2gb pc3 10600r registered dimms 2 x nc382i dual port gigabit adapters smart array p410i 512mb bbwc controller 8 x 2 5 inch sff hot swap sas sata bays hp slim sata dvd rw drive 2 x 750w hot plug power supplies 6 x fans n 1 redundancy standard hp part 491315 001,hp enterprise,,1,13944963#17313088
apple macbook pro 13 inch summer 2012 15 in prices cnet,,apple,,apple macbook pro 15 inch 2 8ghz quad core i7 retina mid 2015 mjlt2ll a used mac of all trades,includes battery magsafe power adapter,,,0,1850338#16126498
gigabyte tech realtek alc255 sff hdmi lan ssd gb bki3ha 7100,,,,gigabyte gb bace 3150 pc estaci n de trabajo barebone,intel celeron n3150 intel unidad de disco duro hd graphics,,,0,7363263#6808702
gigaram ts32gcf133 crq 32gb 50p cf compactflash card 50mb s 133x retail,ts32gcf133 crq 32gb 50p cf compactflash card 50mb s 133x retail gigaram,gigaram,,a data 75icc60010 cbl 16gb compactflash card 133x clam,75icc60010 cbl 16gb compactflash card 133x clam,a data,,0,10010496#100224
"intel ssd dc p3600 series 1 2tb pcie , specs cnet",,"intel ,  null",,samsung 2tb 960 pro pcie nvme m 2 internal solid state drive mz v6p2t0bw,,,,0,572242#15895619
samsung 960 evo 500gb ssd m 2 nvme pcie wipoid com,,,,samsung 960 evo polaris 500gb m 2 2280 pci e 3 0 x4 nvme solid state drive sol ocuk,mz v6e500bw 500b samsung 960 evo m 2 22x80 pcie 3 0 x4 nvme ssd v nand read 3200mb s write 1800mb s 330k 330k iops 3yr warranty,samsung,,1,1190947#7845877
targus eco spruce 15 6 laptop backpack black ocuk,targus eco spruce 15 15 6 laptop backpack black key clip pen loops business card holder accessory compartments water bottle holder mp3 player pocket 27 47l capacity limited lifetime warranty,targus,,hp 15 6 inch 39 62 cm spectrum sleeve ladies edition,onderscheid je met de hp 15 6 spectrum sleeve voor laptops een scherm tot inch het hartontwerp en slanke profiel zorgen subtiele afwerking draag laptop in of schuif rugtas extra bescherming dekking zekerheid krijgt n jaar standaardgarantie van online support dat is wel zo prettig 1,,inhoud van de doos inhoud van de doos hoes gewicht gewicht 250 gr gewicht met verpakking 320 gr afmetingen minimumafmetingen b x d x h 415 x 282 x 25 mm afmetingen verpakking b x d x h 325 x 415 x 30 mm garantie garantie dekking voor zekerheid je krijgt n jaar standaardgarantie van hp met online support dat is wel zo prettig 1,0,1775569#12898475
kingston datatraveler se9 32gb usb 2 0 drive dtse9h ccl computers,kingston s datatraveler se9 usb flash drive has a stylish metal casing with a large ring so it will attach easily the small form factor makes it a great accessory for notebooks like intel s new ultrabook as well as tablets that offer usb ports its durable casing lets users securely carry this drive everywhere they go with their new devices datatraveler se9 is covered by a five year warranty free technical support and legendary kingston reliability featuressupports windows 7 vista xp macstylish metal casingsturdy loopdimensions 1 54 x 0 49 x 0 18 39 00mm x 12 35mm x 4 55mm operating temperature 32 f to 140 f 0 c to 60 c storage temperature 4 f to 185 f 20 c to 85 c,kingston,,hdd desk black 1tb 3 5 sata 6gbs 64mb cables tu tienda online l der con precios m s baratos,wd black performance hard drive wd1003fzex disco duro 1 tb interno 3 5 sata 6gb s 7200 rpm b fer 64 mb,,,0,2053853#11538622
"359461 001 hp 72 8 gb 10k fc al , null",description 5 x storageworks 72 8gb 10k fibre channel 40 pin 2gb s hotswap fcal hard drivegenuine hpe serial number and firmwarepart option part 238921 b21 spare 244448 001 assembly 359461 model bd0725822b 2 fe 19980 01,hp enterprise,specifications category storageworks hdd sub category 10k generation fibre channel part number 359461 001 5pack products id 463762 type hard drive hot swap form factor 3 5 inch x 1 inch plug in module capacity 72 8gb interface type fc al data transfer rate 2gb s rotational speed 10000rpm pins 40 manufacturer hp compaq pre failure warranty yes,"null , 359461 001 hp 72 8 gb 10k fc al hdd",description storageworks 72 8gb 10k fibre channel 40 pin 2gb s hotswap fcal hard drivegenuine hpe serial number and firmwarepart option part 238921 b21 spare 244448 001 assembly 359461 model bd0725822b 2 5 fe 19980 01,hp enterprise,specifications category storageworks hdd sub category 10k generation fibre channel part number 359461 001 products id 144406 type hard drive hot swap form factor 3 5 inch x 1 inch plug in module capacity 72 8gb interface type fc al data transfer rate 2gb s rotational speed 10000rpm pins 40 manufacturer hp compaq pre failure warranty yes,1,11400657#16804847
"null , st31000524ns eql 1tb 7 2k 3 5 sata ps4000e pack wholesale price 5pack",description 5 x dell equallogic 1 tb 7 2k rpm 3g 3gb s 3 5 inch serial ata sata hot plug hard drive in dell equallogicps4000 ps5000 ps6000 series3 5 inch hot plug hard drive tray as pictured genuine dell equallogic serial number and firmwaregenuine dell equallogic certified hard drivecompatible storage arrays dell equallogic ps4000 ps4000edell equallogic ps5000 ps5000e ps5500edell equallogic ps6000 ps6000edell equallogic ps6010epart number s dell part 9jw154 536 dell part 2hr85 dell part 9ca158 056 seagate part st31000524ns eql,equallogic,specifications category dell equallogic drive sub category 7 2k generation sata part number st31000524ns 5pack products id 486104 hot swap tray included capacity 1tb form factor 3 5 inches interface sata average seek time 8 5ms rotational speed 7200rpm manufacturer dell pre failure warranty yes cache 32mb,"null , st31000524ns seagate 1 tb 7 2k 3 5 3g sata",description 2 x seagate constellation es 1tb hot plug serial ata sata ncq 3 0gb s 7200rpm 5 inch 32mb hard drivepart number model st31000524ns,seagate,specifications category seagate harddrive sub category 7 2k generation sata part number st31000524ns 2pack products id 463635 capacity 1tb form factor 3 5 inches x 1 3h interface serial ata data transfer rate 300mb s spindle speed 7200rpm average seek time 8 5ms hot swap tray not included manufacturer seagate pre failure warranty yes cache 32mb,1,3630033#17538218
ocz rd400a solid state drive 128 gb pci express 3 1 x4 nvme rvd400 m22280 128g a drives ssds cdw com,the ocz rd400a nvm express m 2 solid state drive series are designed to propel high end computing into a new realm of possibility the ocz rd400a pcie gen3 x4 outperforms sata ssds by over 4 5 times in sequential read and over 3 times in sequential write performance so your system won t be deprived of the storage bandwidth your data intensive workload requires the ocz rd400 s next generation nvme interface provides a more responsive pc experience with shorter storage latency than that of today s traditional hard disk drives and sata ssds along with high performance the ocz rd400 is designed for mobile desktop or workstation applications,,,intel 800gb dc s3610 series sata 6gb s 20nm mlc 2 5 7mm internal solid state drive oem ssdsc2bx800g401,,,,0,5271147#748732
pendr 128gb usb 3 0 negro dt100g3 tradineur com,capacidad 128 gb funci n de protecci n de los datos no interfaz usb 3 0 velocidad lectura 100 mb s velocidad escritura 10 mb s color primario negro,,peso 0 1000 alto 1 00 ancho 10 00 profundo 15 00 fabricante kingston ref proveedor dt100g3 128gb marca kingston,kingston datatraveler microduo 32gb usb 3 0 pccomponentes,,,,0,1832426#16617213
