ltable_title,ltable_description,ltable_brand,rtable_title,rtable_description,rtable_brand,label,id
apple 27 2 7ghz intel quad core i5 imac desktop computer accessories for mc813ll a abt,,apple,apple imac 21 5 inch 3 06ghz core i3 mid 2010 mc508ll a macofalltrades,apple part number mc508ll a hardware configuration 21 5 inch led backlit glossy widescreen tft lcd display with ips 1920x1080 resolution3 06ghz intel core i3 processor4 0gb 2x2 0gb pc3 10600 1333mhz ddr3 so dimm supports up to 16 0gb1 0tb serial ata hard disk drive 7200rpmdvd rw cd rw superdrive dlati radeon hd 4670 graphics with 256mb gddr3 memoryairport extreme wireless card 802 11a b g n bluetooth 2 1 edrbuilt in isight camera1 mini displayport4 usb 2 0 ports1 firewire 800 port1 ethernet port1 secure digital sdxc slotpower cable included,,0,13476312#15496210
"388504 b21 hp storageworks internal , null wholesale price",description storageworks internal tape drive ait scsi s e 35 70gb scsi 2part number s option part 388504 b21,hp enterprise,"null , 449363 b21 hp sc40ge host bus adapter wholesale price",description hp sc40ge host bus adapter fio part number s manufacturer part 449363 b21,hp enterprise,0,17322197#16400567
hp smart array p222 512 with fbwc storage controller raid sata 6gb s sas pcie 3 0 x8 king of servers,,,hpe smart array p420 2gb with fbwc storage controller raid sata 6gb s 631671 b21 controllers cdw com,the hpe smart array p420 controller is a low profile 6 gb s pcie 3 0 serial attached scsi sas raid controller that provides enterprise class storage performance and data protection for select hp proliant gen8 rack and tower servers it features eight internal sas ports and delivers increased server uptime by providing advanced storage functionality including online raid level migration between any raid levels with flash back write cache global online spare and pre failure warning data compatibility among all models of smart array controllers allows simple and easy migration at any time when needs for higher performance capacity and availability increase even new generations of smart array controllers can understand the data format of previous generations of smart array controllers,,0,9019322#13470347
"null , 358349 b21 hp 2gb pc2700 sdram module",description genuine hpe 2gb 1x2gb of advanced ecc pc2700ddr 333 sdram dimm memory modulepart number s option part 358349 b21 spare 367553 001 assembly 331563 051,hp enterprise,"null , 432806 b21 hp 2gb pc2 5300 sdram module new wholesale price",description genuine hpe 2gb 1x2gb unbuffered pc2 5300666mhz ecc dimm sdram modulepart number s option part 432806 b21 spare part 433935 001,hp enterprise,0,15654089#17258138
asus sabertooth x99 motherboard atx lga2011 v3 socket sabertoothx99 motherboards chassis cdw com,designed to break performance barriers asus oc socket utilizes extra pins to connect a proprietary circuit to contacts found on haswell e s land grid array lga this feature enables higher ddr4 memory frequencies lower latencies and enhanced stability while overclocking extending all the way to extreme overclocking conditions such as liquid nitrogen ln2 cache bus links areas such as cpu cores ddr4 memory controllers system agent and the shared l3 cache it is a critical interconnect for the whole cpu subsystem higher cache bus frequency directly gives faster total sub system performance asus oc socket exclusively provides an adjustable cache bus voltage to reach higher cache bus frequencies this is a platform to support ddr4 memory and it s able to drive memory frequencies to 3200mhz and beyond when overclocked asus exclusive t topology circuit design plus oc socket provides superb memory overclocking capability to unleash the full power of ddr4 by minimizing coupling noise and signal reflection more than just a cool military styled cover tuf thermal armor employs the fan to provide boosted airflow for rapid cooling the special heat pipes accelerate dissipation from critical components and make sure temperatures stay low across the board sabertooth x99 thermal armor can reduce the temperature by up to 10 c sabertooth x99 thermal radar 2 now has up to 11 fan connectors to let you control fans as many as you want moreover multiple onboard sensors and the bundled thermistor cable let you monitor graphics card temperatures and other key components in real time so you can adjust manually or optimize automatically with one click,,asus tuf sabertooth x99 motherboard intel socket 2011 3 atx novatech,core i7 5th gen atx ddr4 2 x usb3 1 8 x usb3 8 x usb2 6 x sata3 1 x satae 1 x m 2 3 x pcie x16 1 x pcie x4 1 x pcie x1 crossfirex sli,asus,1,8163032#7184662
hp zbook 15 g3 i7 6700hq 8gb 256gb ssd quadro m1000 2gb 6 w7 w10pro black friday 2017 megacomponentes com inform tica y tecnolog a,windows 7 pro 64 actualizable a windows 10 pro procesador intel core i7 6700hq 15 6 led fhd uwva ips antirreflectante 1920 x 1080 memoria 8 gb ddr4 2133 2 x 4 gb disco duro unidad turbo hp z de 256 gb ssd pcle gr ficos nvidia quadro m1000m gddr5 dedicada de 2 gb,,hp zbook 15 g3 i7 6700hq 8gb 256gb ssd quadro m1000 2gb 6 w7 w10pro elite x2 1011 g1 m 5y51 11 tactil teclado w10pr,windows 7 pro 64 actualizable a windows 10 pro procesador intel core i7 6700hq 15 6 led fhd uwva ips antirreflectante 1920 x 1080 memoria 8 gb ddr4 2133 2 x 4 gb disco duro unidad turbo hp z de 256 gb ssd pcle gr ficos nvidia quadro m1000m gddr5 dedicada de 2 gb,,1,8899807#2479195
multilayer 6 port 1000base sx switch 2 gbic ports dgs 3308fg d link hellas,download the datasheet,,multilayer 6 port 1000base sx switch 2 gbic ports dgs 3308fg d link romania,download the datasheet,,1,1559945#6142256
wd green wds240g1g0a ssd 240 go sata 6gb s garantie 3 ans,,western digital,samsung 840 evo 250gb prices cnet,,samsung,0,8996012#16531543
apple mmgf2ll a macbook air 13 3 inch laptop 8gb ram 128 gb ssd mmgf2 laptops computers authority,1 6 ghz dual core intel core i5 turbo boost up to 2 7 ghz with 3 mb shared l3 cache8 gb of 1600 mhz lpddr3 ram 128 gb pcie based flash storage13 3 inch diagonal led backlit glossy widescreen display 1440 x 900 resolutionintel hd graphics 6000os x el capitan up to 12 hours of battery lifemacbook air does not have a retina display on any model,apple,apple macbook air latest model 13 3 display intel core i5 8gb memory 256gb flash storage silver,the 13 inch macbook air features 8gb of memory a fifth generation intel core processor thunderbolt 2 great built in apps and all day battery life it s thin light and durable enough to take everywhere you go and powerful enough to do everything once you get there,,0,8138613#13656258
startech dock v deo hdmi y dvi vga para port tiles usb 3 0 hp c travel 1 gen type negro black frida,station usb 3 0 dvi hdmi vga,,startech com displayport to dvi dual link active adapter dp2dvid2,,,0,12269671#783097
hpe 32gb pc4 17000 288 pin ddr4 sdram lrdimm for select proliant models buy at connection public sector solutions,,,corsair vengeance lpx cmk32gx4m2a2133c13 prijzen tweakers,,,0,13955305#10920392
intel core i3 7350k processor 2core 4m cache 4 20 ghz fc lga14c retail box kaby lake ncix,,,intel pentium g4560 3 50ghz kaby lake socket lga1151 processor retail proce ocuk,bx80677g4560 dual core technology 3 50ghz clock speed 14nm process 3mb l3 cache dual channel ddr4 controller integrated dx12 graphics 3 year warranty,intel,0,8142296#13972991
apple imac 21 5 inch 2 8ghz quad core i7 mid 2011 mc812ll a bto macofalltrades,apple part number mc812ll a bto hardware configuration 21 5 inch led backlit glossy widescreen tft lcd display with ips 1920x1080 resolution2 8ghz quad core intel core i7 processor8 0gb 4x2 0gb pc3 10600 1333mhz ddr3 so dimm supports up to 32 0gb1 0tb serial ata hard disk drive 7200rpm dvd rw cd rw superdrive dlamd radeon hd 6770m graphics with 512mb gddr5 memoryairport extreme wireless card 802 11a b g n bluetooth 2 1 edrbuilt in facetime hd camera1 thunderbolt port4 usb 2 0 ports1 firewire 800 port1 ethernet port 1 secure digital sdxc slotpower cable included,,apple imac 21 5 inch 3 1ghz quad core i7 late 2012 md094ll a macofalltrades,apple part number md094ll a hardware configuration 21 5 inch led backlit glossy widescreen tft lcd display with ips 1920x1080 resolution 3 1ghz quad core intel core i7 processor with turbo boost up to 3 9ghz 16 0gb pc3 12800 1600mhz ddr3 so dimm on board memory 1 0tb fusion drive nvidia geforce gt 650m graphics with 512mb gddr5 memory airport extreme wireless card 802 11n bluetooth 4 0 built in facetime hd camera 2 thunderbolt ports 4 usb 3 0 ports 1 ethernet port 1 secure digital sdxc slotpower cable included,,0,15793552#15913478
apple mac mini core i5 500 gb hdd 4 ram os x 10 yosemite mgem2ll a desktop computers cdw com,mac mini features powerful processors faster integrated graphics thunderbolt 2 wi fi and plenty of ports everything you expect from a mac and more,,abierto apple mac mini core i7 3ghz 16gb ram 1tb fusion,ordenador de sobremesa mac mini core i7 3ghz 16gb 1tb fusion drive mgeq2yp a,,0,10442864#15642856
amd processor opteron 16c 6380 2 5ghz 16mb 115w os6380wktgghkwof,,,microprocesador amd fx 8 core black edition,microprocesador amd fx 8 core black edition fx 8320,,0,9091459#3087629
corsair carbide series air 240 black mini tower case cc 9011070 ww novatech,micro atx and below up to 4 hdd fans included windowed side panel water cooler support high airflow no psu,corsair,corsair carbide series air 240 cube micro atx cc 9011070 ww computer cases cdw com,meet the carbide series air 240 an extraordinary small form factor pc case for mini itx and microatx computers the eye catching cube design complete with a full side window hosts an internal layout optimized for maximum airflow or advanced water cooling configurations don t let the compact size full you this little one handles full size components while still offering roomy installation space,,1,10657536#6550050
hyperx fury 32go 2400 mhz 2x16,,,kingston hyperx fury black hx421c14fbk4 64 prijzen tweakers,,,0,16416419#12450878
4gb ddr3 1600 cl11 udimm 240 single tradineur com,capacidad total 4 gb frecuencia bus clock rate 1 600 mhz tecnolog a ddr3 tft kit no tipolog a dimm analogico generica s,,4gb ddr3 1600 unbuffered udimm tradineur com,capacidad total 4 gb frecuencia bus clock rate 1 600 mhz tecnolog a ddr3 tft kit no tipolog a dimm analogico generica no,,1,3017692#9973721
corsair vengeance 16gb 2 x 8gb ddr3 1866 memory cmz16gx3m2a1866c10 pcpartpicker,,corsair,corsair vengeance lpx 32gb 2x16gb ddr4 pc4 21300c16 2666mhz dual channel kit black cmk32gx4m2a2 2666mh ocuk,2666mhz ram speed cas 16 18 18 35 timings 1 20 1 35v vdimm lifetime warranty with ocuk,corsair,0,13111461#7843041
corsair carbide 330r ultra silent midi tower case blackout edition cc 9011076 ww ocuk,the carbide series 330r blackout edition starts with the award winning original 330r and adds a black anodized front panel with a three speed fan controller,corsair,corsair air series sp120 high performance edition static pressure fan 2 pack buy at connection public sector solutions,,,0,9597875#7510036
ipad mini 4 wi fi 128gb gold tradineur com,dimensi n 7 900 inches receptor gps no 3g no 4g no dimensi n soporte 128 gb s o ios versi n 8 s wi fi dorado,,apple 12 9 inch ipad pro wi fi tablet 32 gb ml0g2ll a tablets cdw com,no matter the task the ipad pro is up to it and then some it offers far more power than most pc laptops yet is delightfully simple to use the redesigned retina display is as stunning to look at as it is to touch everything you want modern computing to be now even well better,,0,15418396#6444932
hdd black 2tb 3 5 sata 6gbs 64mb impresoras y fax tu tienda online l der con precios m s baratos,wd black performance hard drive wd2003fzex disco duro 2 tb interno 3 5 sata 6gb s 7200 rpm b fer 64 mb,,hdd gold re 6tb sata 128mb 3 5 cables tu tienda online l der con precios m s baratos,wd gold datacenter hard drive wd6002fryz disco duro 6 tb interno 3 5 sata 6gb s 7200 rpm b fer 128 mb,,0,13871219#17152686
tech air taecb001 15 6 mochila negro maletines para port ti asus transformer book flip tp200sa fv0170ts n3060 2gb 32gb 11 tac,techair eco laptop backpack mochila para transporte de port til 15 6 negro,,tech air taecb001 15 6 mochila negro maletines para port ti hp 250 g5 i3 5005u 4gb 1tb hd w10 black friday 2017,techair eco laptop backpack mochila para transporte de port til 15 6 negro,,1,14585818#7230041
fair condition apple macbook pro 15 inch 2 5ghz quad core i7 retina mid 2015 mjlt2ll a used mac of all trades,includes battery magsafe power adapter,,apple 13 3 inch macbook pro 2 3ghz intel core i5 dual silver notebook computer mc700ll a ab,,apple,0,2479890#3046048
startech com 1 drive duplicator and eraser for 2 5in 3 sata drives satdup11 disk cleaners cdw,clone or erase 2 5in 3 5in sata hard drives without a host computer connection the satdup11 standalone hard drive duplicator eraser enables you to copy 1 to 1 or erase up to 2 sata hard drives simultaneously without a host computer featuring three modes of standalone drive duplication including data only all partitions and sector by sector the hdd copier offers high performance duplication and has been tested for speeds up to 14gb per minute as a hard drive eraser the satdup11 is capable of erasing two drives simultaneously with several different modes available including quick erase secure erase and single pass three pass hard drive overwrite dod which passes over the hard drive 3 times to ensure that the data has been completely wiped complete with integrated lcd display and support for 2 5 and 3 5 sata i ii iii hard drives hdd and solid state drives ssd the satdup11 is a user friendly all in one solution for any application requiring hard drive duplication or erasing for added compatibility with different drive types in duplication and quick erase applications the satdup11 supports the use of various drive adapters the below list of startech com adapters have been specifically tested to ensure compatibility with this drive duplicator 2 5 3 5in ide drives sat2ideadp msata drives sat2msat25 m 2 ngff drives sat32m225,,startech com 1 drive duplicator and eraser for 2 5in 3 sata drives satdup11 disk cleaners cdwg,clone or erase 2 5in 3 5in sata hard drives without a host computer connection the satdup11 standalone hard drive duplicator eraser enables you to copy 1 to 1 or erase up to 2 sata hard drives simultaneously without a host computer featuring three modes of standalone drive duplication including data only all partitions and sector by sector the hdd copier offers high performance duplication and has been tested for speeds up to 14gb per minute as a hard drive eraser the satdup11 is capable of erasing two drives simultaneously with several different modes available including quick erase secure erase and single pass three pass hard drive overwrite dod which passes over the hard drive 3 times to ensure that the data has been completely wiped complete with integrated lcd display and support for 2 5 and 3 5 sata i ii iii hard drives hdd and solid state drives ssd the satdup11 is a user friendly all in one solution for any application requiring hard drive duplication or erasing for added compatibility with different drive types in duplication and quick erase applications the satdup11 supports the use of various drive adapters the below list of startech com adapters have been specifically tested to ensure compatibility with this drive duplicator 2 5 3 5in ide drives sat2ideadp msata drives sat2msat25 m 2 ngff drives sat32m225,,1,463810#11927765
